sentence,words
—Snape quiere la piedra para Voldemort... y Voldemort está esperando en el bosque... ¡Y todo el tiempo pensábamos que Snape sólo quería ser rico!,pensábamos
—Me pasa esto constantemente.,pasa
"—Cálmate, qúerido muchacho, estás un poco atrasado —dijo Dumbledore—. Quirrell no tiene la Piedra.",qúerido
"—Sí... sí, tiene razón, por supuesto. Pero ¿cómo va a llegar el niño hasta aquí, Dumbledore? —De pronto observó la capa del profesor, como si pensara que podía tener escondido a Harry.",pensara
—Cállate —dijo Ron.,Cállate
Wood parecía pensar que todos sus sueños se habían hecho realidad.,sueños
Harry no lo escuchó.,escuchó
"—Cállate —dijo otra vez Ron. Era casi tan alto como los gemelos y su nariz todavía estaba rosada, en donde su madre la había frotado.",frotado
"—¿Lo lamento? —preguntó Hagrid, volviéndose a mirar a los Dursley, que retrocedieron hasta quedar ocultos por las sombras—. ¡Ellos son los que tienen que disculparse! Sabía que no estabas recibiendo las cartas, pero nunca pensé que no supieras nada de Hogwarts. ¿Nunca te preguntaste dónde lo habían aprendido todo tus padres?",ocultos
"Sin embargo, a medida que se acercaba el día del partido, Harry se ponía más nervioso, pese a todo lo que le había dicho a sus amigos. El resto del equipo tampoco estaba demasiado tranquilo. La idea de alcanzar a Slytherin en el torneo de la casa era maravillosa, nadie lo había conseguido en siete años, pero ¿podrían hacerlo con aquel árbitro tan parcial?",torneo
"—¿Cómo? —Ron pareció atónito—. Oh, ya verás, es el mejor juego del mundo... —Y se dedicó a explicarle todo sobre las cuatro pelotas y las posiciones de los siete jugadores, describiendo famosas jugadas que había visto con sus hermanos y la escoba que le gustaría comprar si tuviera el dinero. Le estaba explicando los mejores puntos del juego, cuando otra vez se abrió la puerta del compartimiento, pero esta vez no era Neville, el chico sin sapo, ni Hermione Granger.",explicarle
"Quirrell levantó la mano para lanzar un maleficio mortal, pero Harry, instintivamente, se incorporó y se aferró a la cara de Quirrell.",lanzar
—Y hoy no te sentarás con los prefectos —dijo George—. La Navidad es para pasarla en familia.,sentarás
"Harry se preguntó si Hagrid no estaba cambiando de tema a propósito. Mientras Ron le hablaba a Hagrid del trabajo de Charles con los dragones, Harry miró el recorte del periódico que estaba sobre la mesa. Era de El Profeta.",recorte
"Alguien que hubiera estado en la puerta del Gran Comedor habría creído que se había producido una explosión, tan fuertes eran los gritos que salieron de la mesa de Gryffindor. Harry, Ron y Hermione se pusieron de pie y vitorearon a Neville, que, blanco de la impresión, desapareció bajo la gente que lo abrazaba. Nunca había ganado más de un punto para Gryffindor. Harry, sin dejar de vitorear, dio un codazo a Ron y señaló a Malfoy, que no podía haber estado más atónito y horrorizado si le hubieran echado el maleficio de la Inmovilidad Total.",vitorear
—Muy bueno —dijo Hermione—. Esto no es magia... es lógica... es un acertijo. Muchos de los más grandes magos no han tenido una gota de lógica y se quedarían aquí para siempre.,acertijo
—Un poquito —dijo con timidez Hermione.,timidez
"En medio del furor que sentía por los puntos perdidos, Harry había olvidado que todavía les quedaban los castigos. De alguna manera esperaba que Hermione se quejara por tener que perder una noche de estudio, pero la muchacha no dijo una palabra. Como Harry, sentía que se merecían lo que les tocara.",furor
"El señor Dursley siempre se sentaba de espaldas a la ventana, en su oficina del noveno piso. Si no lo hubiera hecho así, aquella mañana le habría costado concentrarse en los taladros. No vio las lechuzas que volaban en pleno día, aunque en la calle sí que las veían y las señalaban con la boca abierta, mientras las aves desfilaban una tras otra. La mayoría de aquellas personas no había visto una lechuza ni siquiera de noche. Sin embargo, el señor Dursley tuvo una mañana perfectamente normal, sin lechuzas. Gritó a cinco personas. Hizo llamadas telefónicas importantes y volvió a gritar. Estuvo de muy buen humor hasta la hora de la comida, cuando decidió estirar las piernas y dirigirse a la panadería que estaba en la acera de enfrente.",sentaba
"—No importa... Hocico de cerdo, hocico de cerdo —jadeó Harry, y el retrato se movió para dejarlos pasar. Se atropellaron para entrar en la sala común y se desplomaron en los sillones.",atropellaron
"Pero como lo único que sabían con seguridad del misterioso objeto era que tenía unos cinco centímetros de largo, no tenían muchas posibilidades de adivinarlo sin otras pistas.",posibilidades
—No podéis iros —insistió Neville—. Os volverán a atrapar. Gryffindor tendrá más problemas.,volverán
"Una capa de invierno (negra, con broches plateados).",invierno
"—Cada año nos teje un jersey —dijo Ron, desenvolviendo su paquete— y el mío siempre es rojo oscuro.",teje
"Ron se había quedado dormido en la oscuridad de la sala común, esperando a que volvieran. Cuando Harry lo sacudió para despertarlo, gritó algo sobre una falta en quidditch. Sin embargo, en unos segundos estaba con los ojos muy abiertos, mientras Harry les contaba, a él y a Hermione, lo que había sucedido en el bosque.",volvieran
Se produjo un súbito golpeteo.,golpeteo
"—Tres cazadores —repitió Harry, mientras Wood sacaba una pelota rojo brillante, del tamaño de un balón de fútbol.",balón
"—Oh, muévete —ordenó Hermione. Cogió la varita de Harry, golpeó la cerradura y susurró—: ¡Alohomora!",Cogió
—No estoy diciendo que su corazón no esté donde debe estar —dijo a regañadientes la profesora McGonagall—. Pero no me dirá que no es descuidado. Tiene la costumbre de... ¿Qué ha sido eso?,regañadientes
—Un caramelo de limón. Es una clase de dulces de los muggles que me gusta mucho.,dulces
"De ser una de las personas más populares y admiradas del colegio, Harry súbitamente era el más detestado. Hasta los de Ravenclaw y Hufflepuff le giraban la cara, porque todos habían deseado ver a Slytherin perdiendo la copa. Por dondequiera que Harry pasara, lo señalaban con el dedo y no se molestaban en bajar la voz para insultarlo. Los de Slytherin, por su parte, lo aplaudían y lo vitoreaban, diciendo: «¡Gracias, Potter; te debemos una!».",populares
"Harry olfateó y un aroma especial llegó a su nariz, una mezcla de calcetines sucios y baño público que nadie limpia.",olfateó
—¿Los magos tienen bancos?,bancos
"—Oh, no es un trabajo —explicó alegremente Harry—. Desde que mencionaste a Nicolás Flamel, estamos tratando de averiguar quién es.",mencionaste
"Pero en aquel momento Hagrid se levantó del sofá y sacó de su abrigo un paraguas rosado. Apuntando a tío Vernon, como con una espada, dijo:",Apuntando
Tía Petunia lo miró como si se hubiera tragado un limón.,tragado
"—Mm —dijo una vocecita en su oreja—. Difícil. Muy difícil. Lleno de valor, lo veo. Tampoco la mente es mala. Hay talento, oh vaya, sí, y una buena disposición para probarse a sí mismo, esto es muy interesante... Entonces, ¿dónde te pondré?",Difícil
"—¡Chico idiota! —dijo Snape con enfado, haciendo desaparecer la poción con un movimiento de su varita—. Supongo que añadiste las púas de erizo antes de sacar el caldero del fuego, ¿no?",Chico
Entregué a Harry su carta. Lo llevo mañana a comprar sus cosas.,Entregué
—No juegues —dijo de inmediato Hermione.,juegues
—¡Mírame! —dijo.,Mírame
"Riéndose de Malfoy, esperaron, con Norberto moviéndose en su jaula. Diez minutos más tarde, cuatro escobas aterrizaron en la oscuridad.",Riéndose
"—Cualquiera que sea la casa que me toque, espero que ella no esté —dijo Ron. Arrojó su varita al baúl—. Qué hechizo más estúpido, me lo dijo George. Seguro que era falso.",Arrojó
"—¿Cincuenta? —resopló Harry. Iban a perder el primer puesto, lo que había ganado en el último partido de quidditch.",Cincuenta
—¡Péinate! —bramó como saludo matinal.,Péinate
"—Bueno —dijo finalmente Dumbledore—, ya está. No tenemos nada que hacer aquí. Será mejor que nos vayamos y nos unamos a las celebraciones.",unamos
"—¡Atrápala si puedes, entonces! —gritó. Tiró la bola de cristal hacia arriba y bajó a tierra con su escoba.",Atrápala
—Usted también estaría tieso si llevara todo el día sentado sobre una pared de ladrillo —respondió la profesora McGonagall.,ladrillo
El corazón de Harry dio un brinco.,brinco
"A la mañana siguiente, cuando Harry fue a tomar el desayuno, un olor horrible inundaba toda la cocina. Parecía proceder de un gran cubo de metal que estaba en el fregadero. Se acercó a mirar. El cubo estaba lleno de lo que parecían trapos sucios flotando en agua gris.",inundaba
"No sería tan sencillo. No habían dado más de una docena de pasos, cuando se movió un pestillo y alguien salió de un aula que estaba frente a ellos.",sencillo
"Miraron alrededor, como si esperaran que alguna señal se lo indicara. Nunca les habían dicho dónde vivía Dumbledore, ni conocían a nadie a quien hubieran enviado a verlo.",esperaran
El gigante tomó un sorbo de té y se secó la boca con el dorso de la mano.,sorbo
"Harry permaneció sentado pensando en aquello, mientras Hagrid leía su periódico, El Profeta. Harry había aprendido de su tío Vernon que a las personas les gustaba que las dejaran tranquilas cuando hacían eso, pero era muy difícil, porque nunca había tenido tantas preguntas que hacer en su vida.",tranquilas
—La copa de quidditch llevará nuestro nombre este año —dijo Wood lleno de alegría mientras regresaban al castillo—. No me sorprendería que resultaras ser mejor jugador que Charles Weasley. Él podría jugar en el equipo de Inglaterra si no se hubiera ido a cazar dragones.,resultaras
"Harry desenvolvió su rana de chocolate y sacó el cromo. En él estaba impreso el rostro de un hombre. Llevaba gafas de media luna, tenía una nariz larga y encorvada, cabello plateado suelto, barba y bigotes. Debajo de la foto estaba el nombre: Albus Dumbledore.",encorvada
"Cuando abandonaron los calabozos, al finalizar la clase de Pociones, encontraron un gran abeto que ocupaba el extremo del pasillo. Dos enormes pies aparecían por debajo del árbol y un gran resoplido les indicó que Hagrid estaba detrás de él.",resoplido
"Cuando llamaron a la puerta de la cabaña del guardabosques, una hora más tarde, les sorprendió ver todas las cortinas cerradas. Hagrid preguntó «¿quién es?» antes de dejarlos entrar, y luego cerró rápidamente la puerta tras ellos.",llamaron
"Harry asintió, pero no pudo evitar la furtiva sensación de que se había olvidado de hacer algo, algo importante. Cuando trató de explicarlo, Hermione dijo:",furtiva
Entonces él lo sabía. La idea hizo que de pronto las piernas de Harry se tambalearan.,tambalearan
"—¿Qué sabes tú, Weasley, si no puedes comprar ni la mitad del palo? —replicó Malfoy—. Supongo que tú y tus hermanos tenéis que ir reuniendo la escoba ramita a ramita.",ramita
—Es el mejor lugar para él —dijo Dumbledore con firmeza—. Sus tíos podrán explicárselo todo cuando sea mayor. Les escribí una carta.,explicárselo
"—¿El suelo? —sugirió Harry—. No miré sus patas, estaba demasiado ocupado observando sus cabezas.",miré
"Pero deseó no haber dicho nada. Si había algo que desagradaba a los Dursley aún más que las preguntas que Harry hacía, era que hablara de cualquier cosa que se comportara de forma indebida, no importa que fuera un sueño o un dibujo animado. Parecían pensar que podía llegar a tener ideas peligrosas.",desagradaba
"—Y por último, observadores de pájaros de todas partes han informado de que hoy las lechuzas de la nación han tenido una conducta poco habitual. Pese a que las lechuzas habitualmente cazan durante la noche y es muy difícil verlas a la luz del día, se han producido cientos de avisos sobre el vuelo de estas aves en todas direcciones, desde la salida del sol. Los expertos son incapaces de explicar la causa por la que las lechuzas han cambiado sus horarios de sueño. —El locutor se permitió una mueca irónica—. Muy misterioso. Y ahora, de nuevo con Jim McGuffin y el pronóstico del tiempo. ¿Habrá más lluvias de lechuzas esta noche, Jim?",verlas
