sentence,words
¿Acaso quieres apenarnos a todos?,apenarnos
El arrepentimiento es un concepto que no me gusta: significa que no asumimos lo que hemos sido.,arrepentimiento
"En las mañanas de mucho calor, además, el ventilador del techo batía el aire con un chirrido metálico, haciendo bailar el polvo que acumulaban las lámparas.",ventilador
Un infierno.,infierno
"Condujo hasta el centro de la ciudad, y poco después de la marina se detuvo delante de un diner de la calle principal abarrotado de gente.",abarrotado
Como un volcán que se despertara de pronto y se preparase para entrar en erupción.,volcán
"De pronto, sin comprender por qué, se vio afectada por una serie de crisis violentas.",violentas
"«Me gustaría enseñarle a escribir, Marcus, no para que sepa escribir, sino para convertirle en escritor.",convertirle
"Perdóneme, estoy empapado de sudor, me muero de sed.",muero
Invitarla a dar un paseo y/o tomar un batido.,batido
Un cobardica.,cobardica
Me alegra saber que está usted bien.,alegra
Louisa Kellergan miró fijamente a su hija con una mezcla de asco y desprecio.,desprecio
—Debe de andar usted bastante perdido como para venir aquí a hablarme de mi pasado y del bueno de Luther.,andar
—No tiene importancia… Divago y me desvío de mi relato.,Divago
—¿Tragedia? —repitió Gahalowood.,Tragedia
"En 2008, Marcus Goldman, un joven escritor, visita a su mentor −Harry Quebert, autor de una aclamada novela−, y descubre que éste tuvo una relación secreta con Nola Kellergan.",mentor
"Cuando pasaba el cartero, se sorprendía esperando una carta.",sorprendía
Y vuelvo a pensar en todo lo que pasó hace treinta años.,vuelvo
¡Llena de horrores sobre la pequeña Nola!,horrores
"Fue esa constatación la que empujó a alumnos y profesores a llamarme «el Formidable», como una marca de fábrica, una garantía absoluta de éxito; y mi pequeña fama pronto se extendió al conjunto de nuestro barrio en Montclair, llenando a mis padres de un inmenso orgullo.",garantía
"—No recuerdo lo que sigue —respondí, confuso, mientras registraba los otros discos.",registraba
"El fiscal está en la cuerda floja, y yo con él.",cuerda
Leí su libro hace unas semanas.,Leí
"Creyó por un instante que se trataba de un coche de policía, pero no llevaba ni faro giratorio ni sirena.",faro
—No llodez…,llodez
"Pronto, los que todavía me reconocían empezaron a preguntarme: «Señor Goldman, ¿de qué va a tratar su próximo libro?",reconocían
Harry estaba empapado.,empapado
Inspiró profundamente: debía conservar la calma.,Inspiró
"El pastor Lewis se levantó del sillón en el que estaba sentado y fue a cerrar la puerta de su despacho, que había quedado entreabierta.",entreabierta
"De hecho, usted que conoce a todos los palurdos que pueblan Aurora, interrógueles un poco para saber desde ya las memeces que piensan contar al jurado si son citados como testigos durante el proceso.",palurdos
"Cartas, en papel amarillento.",Cartas
Para sentirnos más libres.,sentirnos
"—Acabo de decírtelo, Gareth —cortó Amy.",decírtelo
"Tras un cuarto de hora largo de caminata, Travis se detuvo en seco delante de tres pinos perfectamente rectos.",caminata
—Hubo… hubo esas cartas anónimas.,anónimas
Y le vigilé de cerca.,vigilé
"Atravesó la ciudad en su bicicleta y, en una calle tranquila, prendió fuego a la nota de Harry Quebert con su mechero.",mechero
"Algunos le adorarán, otros le odiarán.",adorarán
", si me dejases solo…",dejases
Y creo que eso fue mi perdición.,perdición
"Había que conocer perfectamente la zona para conseguir desaparecer así, con todos los policías del condado pisándole los talones.",pisándole
Le ruego me disculpe por esta visita tan intempestiva.,disculpe
"A menudo me alababa exageradamente, me decía que era un texto magnífico, que eran las palabras más bonitas que había leído, y me llenaba, con sus grandes ojos enamorados, de una confianza excepcional.",alababa
—Le pasaré el mensaje…,pasaré
¡Eres un tío fantástico!,fantástico
"Según Pinkas, Kellergan seguía arrepintiéndose de haber puesto la música tan fuerte: nunca llegó a abandonar la casa familiar de Terrace Avenue, en la que vivía recluido, y se había pasado años escuchando una y otra vez ese mismo disco, hasta volverse medio sordo, como para castigarse.",arrepintiéndose
Quedó sorprendida por la intensidad de las llamas y tuvo que caminar hacia atrás varios metros protegiéndose el rostro.,protegiéndose
"Quizás lo que estaba escribiendo, esas notas que redactaba durante horas sentado en el mismo lugar, era el comienzo de una inmensa obra maestra, y pronto se hablaría del Clark’s en todo el país.",redactaba
Sufro.,Sufro
UNIVERSIDAD DE BURROWS,UNIVERSIDAD
"Entonces se lleva a Nola a lo más profundo, pero ella consigue escapar y llegar hasta la casa de Deborah Cooper, donde se refugia.",refugia
"Reía, decía que hacía años que no había hecho eso y que había olvidado lo divertido que era.",Reía
Un mensaje idéntico y escrito a máquina figuraba en cada una de ellas:,idéntico
"—Dígame, escritor, ¿quién le dio la idea de reconstruir esta casa y convertirla en un albergue para escritores jóvenes?",albergue
Ni siquiera intenté negarlo.,negarlo
Resultó ser además la única disciplina del Felton que no participaba en ninguna competición entre centros: aquello me aseguraba no tener que medirme con nadie que fuese peligroso para mí.,medirme
"Al terminar el fin de semana, no podía aguantar más, consideraba que no tenía más elección que ir a ver lo que pasaba en New Hampshire.",terminar
Quizás su destino no era ser escritor sino ser amado por esa joven fuera de lo común; ¿podía existir un destino más hermoso?,amado
"—¿Qué es? —preguntó Pinkas con curiosidad, esperando que lo abriese delante de él.",abriese
—Se dice hola.,hola
"No tuvimos tiempo de hacernos más preguntas porque, en aquel instante, resonó un disparo procedente de la casa…",procedente
"¿Por qué no se viene aquí, a mi casa, como en la época en la que estudiaba conmigo?",estudiaba
El Formidable,Formidable
"Pergal concluyó nuestra entrevista diciéndome que reflexionaría sobre mi suerte, y al final el asunto no tuvo consecuencias para mí.",reflexionaría
"—Sin duda es ella, es Nola —constató, comparándolo con las fotos de la época que tenía en su dossier.",comparándolo
¿Ya no respondes?,respondes
"Aparcó cerca de Side Creek Lane, y en cuanto apagó el motor, Jenny se lanzó sobre él para besarle en los labios.",Aparcó
"Doné a la biblioteca municipal algunos ejemplares de mi primer libro que había traído conmigo y, para mi sorpresa, ese miserable montón de folios despreciado por Nueva York entusiasmó aquí en Aurora.",Doné
Él se conformaba con observar.,conformaba
Eso se llama autodestrucción.,autodestrucción
"—No, ese no —juzgó severamente Tamara—, te hace un trasero enorme.",juzgó
"Al final, encontró uno en la trastienda y volvió al mostrador, triunfante:",triunfante
"Recuerde, Marcus, esa historia del Formidable, de cuando estaba en el instituto y se limitó a moldear su relación con los demás para brillar: pues es exactamente lo que me pasó al llegar aquí.",moldear
"Porque eso es lo que apasiona a América: las historias de sexo, las historias de moral.",apasiona
Siempre exageran.,exageran
Una vieja historia.,vieja
"Pasaba días enteros en el despacho, escribiendo sin parar, llevado por la desesperación, desgranando palabras, tejiendo frases y multiplicando las ideas para la novela.",desgranando
"—¿Y este, mamá? ¿Qué piensas de este? —preguntó al entrar por enésima vez en el salón donde estaba su madre.",piensas
Pedo ha dicho que eda impodtante.,eda
"Rieron, estaban empapados.",Rieron
Hay que saber satisfacer todas sus necesidades con la mayor discreción.,discreción
Qué asco de medicinas.,medicinas
Si no protestaba era porque Tamara le había prometido que esa noche podría convertirse en su Bobbo Gorrinito y que incluso podría dormir en su habitación.,protestaba
Limítate a librarte de ella para siempre.,Limítate
"Intentémoslo: una gran novela policiaca y romántica a tres tiempos −1975, 1998 y 2008− acerca del asesinato de una joven de quince años en la pequeña ciudad de Aurora, en New Hampshire.",Intentémoslo
"Un amigo, la mujer de la limpieza, el empleado de la ventanilla del banco.",ventanilla
"—No se ría, Harry —acabó reprochándole dulcemente Nola—.",ría
—Vengo a vedle a título pedzonal.,pedzonal
INCENDIO MORTAL EN LOWER STREET,INCENDIO
"De arriba abajo… Así está muy bien, esto parece el Château Marmont.",Château
Los médicos la han examinado.,examinado
¿Te sientes capaz?,sientes
Y diré que te he sorprendido robando en el templo.,robando
"No aguantarán ni una hora, se los zamparán las gaviotas.",aguantarán
Creo que había sido un niño totalmente feliz y que no hay gran cosa que contar de sus primeros años.,niño
"Así pasaron dos años, hasta que un día, cuando no aguantaba más, decidí darle un trabajo y una oportunidad para rehacer su vida.",pasaron
"—¿Qué me está usted contando, Marcus?",contando
"Revolví la caja: efectivamente, contenía la correspondencia de Los orígenes del mal, al menos las cartas recibidas por Nola.",Revolví
"Después, evidentemente, comprobé el texto.",comprobé
"Me han dicho que había acordado dejar las llaves mañana, ¡comprenda la urgencia de la situación! ¡Tenía que hablar con usted sin falta! ¡Es una verdadera pena que se vaya!",comprenda
"El sargento Gahalowood estaba de pie frente a la puerta de la habitación, imperturbable.",imperturbable
"Pero al releerlo ayer, me di cuenta de que hay algunas zonas oscuras que aclarar.",zonas
Se maldijo.,maldijo
"Si te tienta mi oferta, te contrato.",tienta
"Se había criado en Aurora, había estado en clase con Nola, Nancy Hattaway y otras personas a las que yo había conocido durante la investigación.",criado
"Al llegar a la calle principal, se bajó de la bici y caminó agarrado a ella para inspeccionar los alrededores: la ciudad dormía apaciblemente.",apaciblemente
Y la hizo exorcizar.,exorcizar
"Cuando se ama, el tiempo vuela.",vuela
"Harry se dio cuenta cuando, tras casi un mes de estancia en Aurora, comprendió que yo seguía sin parir una sola línea.",comprendió
"Hemos hablado mucho, estoy cansado.",cansado
"El atardecer era muy caluroso, se oía a los niños jugar en la calle.",caluroso
Ahogó un sollozo.,Ahogó
"Encontró al reverendo en el salón, despavorido, hundido, llorando.",despavorido
—¡Te dije que me avisaras! ¡Nadie tiene derecho a levantarte la mano! ¡Nadie!,avisaras
En aquella época era una mujer muy guapa.,guapa
Ya ve que nunca me alejo de usted.,alejo
En ese momento su amigo decidió largarse también.,largarse
—Sólo le perdonaré si quiere volver a verme.,perdonaré
Un guardia nos anunció que la visita debía terminar y nos invitó a despedirnos.,despedirnos
"Si no, te dolerá la cabeza.",dolerá
Problemas graves.,Problemas
"Después, guardó con delicadeza el libro en el bolso, que seguía colgado del cuello de Nola, y la llevó hasta el agujero.",delicadeza
"Se tapó la cara con las manos para que sus padres no la oyesen: sobre todo su madre, no quería dar explicaciones.",tapó
"Estaba sudando, aterrorizado, y se mezcló con los invitados.",mezcló
Lo viví en primera persona porque ese día estaba de servicio.,viví
Tendré que ir sola y todo el mundo se reirá de mí.,reirá
"Cuando las emociones se aceleran, ella se descompensa.",aceleran
Mi querida y tierna amada:,tierna
—¿Podrían dejar de comer y de interferir en la conversación ofreciendo tacitas de café calentito y bollos?,interferir
