word,count,example_sentence,translation
citas,8,"Recuerda eso, Bobbo, tú que siempre tienes miedo de llegar tarde a las {{c1::citas}}.",
contrario,8,"Pensé que el padre Kellergan, tras haber sido acosado por los periodistas, aspiraba a un poco de tranquilidad; por el {{c1::contrario}}, se mostró muy amable.",
conservado,8,"Había {{c1::conservado}} las gafas de protección sobre sus ojos, como si debiera estar listo para volver a su moto en cualquier momento, y todavía se podía escuchar la ensordecedora música como ruido de fondo.",
moto,8,"Había conservado las gafas de protección sobre sus ojos, como si debiera estar listo para volver a su {{c1::moto}} en cualquier momento, y todavía se podía escuchar la ensordecedora música como ruido de fondo.",
existencia,8,Por eso la {{c1::existencia}} se vuelve muy complicada a veces.,
recordaba,8,"Sin embargo, {{c1::recordaba}} que aquel verano, cuando las vacaciones acababan de empezar, Nola le había parecido muy melancólica.",
comprendo,8,Está preocupado y debo confesarle que lo {{c1::comprendo}}: no me gusta cuando los casos dan este tipo de giros.,
Ayer,8,{{c1::Ayer}} me crucé con tu antiguo director.,
banda,8,"Sobre eso, Roth tenía su propia idea: registró los documentos y me tendió un paquete de folios unidos por un trozo de {{c1::banda}} adhesiva.",
motivo,8,"Por supuesto, no podía mencionar el verdadero {{c1::motivo}} de mi inquietud.",
guardado,8,Alguien que había {{c1::guardado}} silencio durante treinta y tres años.,
esconderse,8,"Como no había nadie en la playa, no tuvieron que {{c1::esconderse}} para ponerse los bañadores y Nancy se fijó en que Nola tenía hematomas en los senos.",
Señora,8,"{{c1::Señora}} Hattaway, sé que usted no me conoce, que me presento por las buenas y que la obligo a ahondar en su memoria.",
tiró,8,"Abrió la puerta de su despacho, dejó su vaso de café sobre una mesita auxiliar, {{c1::tiró}} su chaqueta sobre una silla y subió las persianas.",
detenerse,8,"En principio, tras haber atravesado la ciudad de cabo a rabo, fingía enfilar el camino a Massachusetts, como si huyese, antes de {{c1::detenerse}} en Grand Beach, donde contemplaba el amanecer.",
mejillas,8,"Ante la idea de volver a verle le había vuelto el buen humor, y en el momento de prepararse había puesto un poco de rosa en sus {{c1::mejillas}}, para gustarle.",
capó,8,"Podemos tontear como los estudiantes, tumbados en el {{c1::capó}} del coche.",
sobresaltó,8,Se {{c1::sobresaltó}} cuando Nola le llamó por su nombre.,
hermana,8,"Amy Pratt había avisado inmediatamente a su vecina, que había llamado por teléfono a una amiga, que a su vez se lo había dicho a su {{c1::hermana}}, cuyos niños, a lomos de sus bicicletas, habían ido a llamar a las puertas de sus camaradas: había pasado algo grave.",
dirigía,8,"Por esa razón había invitado a Amy Pratt, organizadora del baile de verano; a Belle Carlton, a quien consideraba la reina del buen gusto porque su marido cambiaba de coche todos los años; a Cindy Tirsten, que {{c1::dirigía}} varios clubes femeninos, y a Donna Mitchell, una arpía que hablaba demasiado y se pasaba el tiempo presumiendo del éxito de sus hijos.",
suicidio,8,"Pero gracias a Dios, la chiquilla había fallado estrepitosamente su intento de {{c1::suicidio}}, y Tamara se había sentido doblemente afortunada: primero porque si Nola hubiese muerto, habría tenido que anular la fiesta; no habría sido correcto celebrar un acontecimiento en esas circunstancias.",
caramelos,8,Aquí tienes unos {{c1::caramelos}} para que te endulcen la vida.,
enviar,8,"Voy a {{c1::enviar}} flores, unas elegantes flores de una buena floristería de Montburry, y no tus caramelos de supermercado.",
temblaba,8,"En cuanto a Tamara, {{c1::temblaba}} de rabia: dos horas de retraso, ya no vendría.",
Llamó,8,{{c1::Llamó}} a la puerta con el corazón en un puño.,
desaparece,8,"Así pues, si he entendido bien, usted descubre que Harry está loco por Nola, y no se lo dice a nadie, salvo cuando la chiquilla {{c1::desaparece}}, unos dos meses más tarde.",
molesto,8,"preguntó Barnaski, {{c1::molesto}}.",
colgar,8,"Me disponía a {{c1::colgar}} cuando me preguntó: —¡Espere, Goldman!",
andaba,8,¿Quién {{c1::andaba}} allí?,
guio,8,Le {{c1::guio}} hasta una gran mesa adornada con flores donde ya estaba sentado un hombre de unos cuarenta años con aspecto de aburrirse soberanamente.,
mentido,8,Nola… Tengo que decirte… He {{c1::mentido}} desde el principio.,
caza,8,Le eztá ezpedando en zu {{c1::caza}}.,
barreño,8,"Que le pegaba con una regla de hierro, y que también le hacía esa cosa vergonzosa que hacen en Guantánamo, las simulaciones de ahogo: llenaba un {{c1::barreño}} de agua, cogía a su hija por el pelo y hundía su cabeza en el agua.",
enferma,8,"Pero el lunes siguiente, cuando Nancy fue al 245 de Terrace Avenue para llevar a Nola a la playa, como los días anteriores, le respondieron que Nola estaba muy {{c1::enferma}} y que debía guardar cama.",
zorra,8,¿Que vaya a preguntar al padre si su hija no sería por casualidad una {{c1::zorra}}?,
pintó,8,"También me dijo que Luther había estudiado en una escuela de Bellas Artes en Portland, y según Gahalowood, podíamos empezar a pensar seriamente que fue él quien {{c1::pintó}} el retrato de Nola.",
maletero,8,"No me gusta ser pájaro de mal agüero —dijo—, pero o se ha arrastrado hasta alguna parte para morir, o ha acabado en el {{c1::maletero}} de ese coche.",
gasolina,8,La intensidad del fuego daba pie a pensar que habían vertido {{c1::gasolina}} o un producto inflamable similar en el porche.,
alcohol,8,"Y sobre todo en América, donde los buenos americanos dependen del sistema, los inuits dependen de la ayuda del Gobierno y del {{c1::alcohol}}, y los indios son libres pero están hacinados en unos zoos para humanos llamados reservas y condenados a repetir su lamentable y sempiterna danza de la lluvia ante un grupo de turistas.",
cerrar,8,Debemos {{c1::cerrar}} este caso.,
cajas,8,"Me dedicaba al texto por las mañanas, y por las tardes trabajaba en el caso con Gahalowood, que había transformado mi suite en un anexo de su despacho, utilizando a los botones del hotel para transportar {{c1::cajas}} llenas de testimonios, informes, recortes de periódicos, fotos y archivos.",
echaré,8,"Querida mía, la {{c1::echaré}} de menos.",
Eli,8,"{{c1::Eli}} —dijo Caleb—, me guztadía pintadla.",
Thomas,8,"Nada más llegar al aeropuerto de Jackson, fuimos recibidos por un joven agente de la policía estatal, Philip {{c1::Thomas}}, con quien Gahalowood había entrado en contacto días antes.",
submarinistas,8,"Al ver las camionetas y el equipo de {{c1::submarinistas}} de la policía, le pregunté: —¿Está usted seguro de lo que hace, sargento?",
Mejor,7,"En 2012 publicó La verdad sobre el caso Harry Quebert, galardonada con el Premio Goncourt des Lycéens, el Gran Premio de Novela de la Academia Francesa, el Premio Lire a la mejor novela en lengua francesa, y, en España, fue elegida {{c1::Mejor}} Libro del Año por los lectores de El País y mereció el Premio Qué Leer al mejor libro traducido.",
base,7,"A mis padres Título original: La Vérité sur l’Affaire Harry Quebert Joël Dicker, 2012 Traducción: Juan Carlos Durán Romero Diseño de portada: El censor Editor digital: Titivillus ePub {{c1::base}} r2.1 Notas [1] El término escritor fantasma, tomado del inglés ghost writer, designa a lo que en literatura se denomina negro, es decir, un escritor que escribe en nombre de otro.",
fútbol,7, [3] Field goal: jugada de {{c1::fútbol}} americano que consiste en intentar marcar pateando el balón para pasarlo entre las dos barras verticales de la portería.,
cuya,7, Quién mató a Nola Kellergan es la gran incógnita a desvelar en este thriller incomparable {{c1::cuya}} experiencia de lectura escapa a cualquier tentativa de descripción.,
descripción,7, Quién mató a Nola Kellergan es la gran incógnita a desvelar en este thriller incomparable cuya experiencia de lectura escapa a cualquier tentativa de {{c1::descripción}}.,
enterrado,7,"Poco después, Harry es arrestado, acusado de asesinato, al encontrarse el cadáver de Nola {{c1::enterrado}} en su jardín.",
intenta,7,"Mientras {{c1::intenta}} demostrar la inocencia de Harry, una trama de secretos sale a la luz.",
sale,7,"Mientras intenta demostrar la inocencia de Harry, una trama de secretos {{c1::sale}} a la luz.",
escapar,7,Había un hombre tras ella… Creo que intentaba {{c1::escapar}} de él.,
seguían,7,Algunos incluso me {{c1::seguían}} durante un rato para preguntarme aquello que les atormentaba: «¿Es cierto lo que cuenta en la novela?,
ocurrió,7,"Hasta el portero de mi edificio, al que había visto leyéndolo entre apertura y apertura de puerta, me tuvo retenido un rato en el ascensor, al terminarlo, para confesarme su desazón: «Entonces ¿eso fue lo que le {{c1::ocurrió}} a Nola Kellergan?",
desaparecida,7,"El caso que sacudía América, y del que había sacado lo esencial de mi narración, había estallado unos meses antes, al principio del verano, cuando se encontraron los restos de una joven {{c1::desaparecida}} treinta y tres años antes.",
aproximadamente,7,"A principios de 2008, {{c1::aproximadamente}} año y medio después de haberme convertido, gracias a mi primera novela, en la nueva gran promesa de la literatura norteamericana, estaba inmerso en una terrible crisis de la página en blanco, síndrome que al parecer no es extraño entre los escritores que han conocido un éxito inmediato y clamoroso.",
metro,7,Mi rostro destacaba en los inmensos carteles publicitarios del {{c1::metro}}.,
estrellas,7,"Un libro, uno solo, y ya veía cómo se me abrían las puertas de una nueva vida, la de las jóvenes {{c1::estrellas}} millonarias.",
documentos,7,"Alquilé, a dos pasos de Central Park, un despacho en el que una secretaria medio enamorada de mí llamada Denise clasificaba mi correspondencia, me preparaba café y archivaba mis {{c1::documentos}} importantes.",
recibía,7,"Por las mañanas pasaba por el despacho para hojear los artículos que me dedicaban y leer las decenas de cartas de admiradores que {{c1::recibía}} a diario, y que Denise guardaba después en enormes archivadores.",
guardaba,7,"Por las mañanas pasaba por el despacho para hojear los artículos que me dedicaban y leer las decenas de cartas de admiradores que recibía a diario, y que Denise {{c1::guardaba}} después en enormes archivadores.",
caminar,7,"Dedicaba el resto de la jornada a sacar partido de los nuevos derechos que mi fama me otorgaba: derecho a comprarme lo que me diera la gana, derecho a sentarme en un palco VIP del Madison Square Garden para seguir los partidos de los Rangers, derecho a {{c1::caminar}} sobre alfombras rojas junto a las estrellas de la música cuyos discos había comprado cuando era más joven.",
caído,7,"Durante ese mismo año, solamente en Estados Unidos, habían nacido un millón de niños, habían muerto un millón de personas, más de diez mil habían recibido un disparo, medio millón habían {{c1::caído}} en la droga, un millón se habían hecho ricas, diecisiete millones habían cambiado de teléfono móvil, cincuenta mil habían fallecido en accidente de coche y, en las mismas circunstancias, dos millones habían sido heridas de mayor o menor gravedad.",
mismas,7,"Durante ese mismo año, solamente en Estados Unidos, habían nacido un millón de niños, habían muerto un millón de personas, más de diez mil habían recibido un disparo, medio millón habían caído en la droga, un millón se habían hecho ricas, diecisiete millones habían cambiado de teléfono móvil, cincuenta mil habían fallecido en accidente de coche y, en las {{c1::mismas}} circunstancias, dos millones habían sido heridas de mayor o menor gravedad.",
publicar,7,"Schmid & Hanson, la poderosa editorial neoyorquina que me había ofrecido una bonita suma de dinero por {{c1::publicar}} mi primera novela y que tantas esperanzas había depositado en mí, presionaba a mi agente, quien, a su vez, me acosaba.",
encerrado,7,"Sin embargo, a pesar de las horas que pasaba {{c1::encerrado}} en el despacho, mis páginas seguían estando en blanco: la inspiración se había marchado sin despedirse y yo era incapaz de volverla a encontrar.",
dejaría,7,"Por la noche, en mi cama, sin poder conciliar el sueño, pensaba que pronto, y antes de cumplir los treinta, Marcus Goldman {{c1::dejaría}} de existir.",
miserable,7,"Así pasé ese mes en Florida, en soledad, encerrado en una suite junto a mis demonios, sintiéndome {{c1::miserable}} y abatido.",
permanecía,7,"En mi ordenador, encendido día y noche, el documento que había titulado nueva novela.doc {{c1::permanecía}} desesperadamente virgen.",
gritando,7,"Diez mil personas {{c1::gritando}} mi nombre, chicas desmayándose y otras lanzando las bragas.",
avión,7,"En el {{c1::avión}} que me traía desde Miami leí un artículo sobre un joven autor que acababa de publicar una novela aclamada por la crítica y, a mi llegada al aeropuerto de LaGuardia, no hice más que ver su rostro en los grandes carteles de la sala de recogida de equipajes.",
